<<<<<<< HEAD
,날짜,철광석_가격,미국_수입량,알루미늄,전기동,연,아연,주석,니켈,BHP_close,RIO_close,VALE_close,PDS.원자재.지수,USD.CNY..미국.달러...중국.인민폐.,USD.BRL..미국.달러...브라질.레알.,AUD.USD..호주.달러...미국.달러.,inventory.index,WTI [CME(NYMEX)] 2018.08USD/bbl(barrel),브렌트유 [ICE] 2018.09USD/bbl(barrel),철근 [SHFE] 2018.10RMB/ton,철근 [SHFE] 2018.10RMB/ton,선재 [SHFE] 2018.10RMB/ton
142,2017-09-18,67.98,667254.2,533.75,1658.875,596.75,797.25,5249.375,2856.125,41.68,47.82,10.16,106.73,6.58,3.13,0.8,131.74,50.2,55.95,3728.6,3728.6,3446
143,2017-09-25,63.42,601886.2,551.25,1685.125,601.75,831.75,5320.625,2951.375,40.53,47.19,10.07,107.84,6.64,3.17,0.79,133.57,51.89,57.57,3617.4,3617.4,3446
144,2017-10-02,61.97,548693,414,1273.8,449.6,593.2,4248.2,2228.6,41.34,49.08,10.13,107.24,6.65,3.15,0.78,132.52,51.33,57.06,3628.5,3628.5,3446
145,2017-10-09,61.19,559950.6,420,1316.6,475.4,624,4171,2246.8,42.2,50.01,10.45,106.94,6.59,3.17,0.78,131.47,50.77,56.55,3639.6,3639.6,3446
146,2017-10-16,62.25,571208.2,426,1359.4,501.2,654.8,4093.8,2265,41.27,48.37,10.28,107.77,6.61,3.17,0.78,131.78,51.87,57.77,3723.6,3723.6,3446
147,2017-10-23,61.64,582465.8,432,1402.2,527,685.6,4016.6,2283.2,40.66,47.45,10.01,108.14,6.64,3.25,0.77,135.94,52.62,58.71,3689.4,3689.4,3446
148,2017-10-30,59.26,593723.4,438,1445,552.8,716.4,3939.4,2301.4,42.15,49.24,10.09,109.59,6.63,3.28,0.77,137.42,54.6,60.94,3611.2,3611.2,3446
149,2017-11-06,62.64,757830.5,536.125,1695.625,631.75,823.25,5229,2747.75,42.78,49.51,10.07,111.69,6.64,3.26,0.77,138.42,57.05,63.78,3754.6,3754.6,3446
150,2017-11-13,62.28,670190,528.875,1702.875,621.25,813.75,5005.5,2914.75,41.38,47.59,10.11,111.87,6.63,3.29,0.76,138.15,55.93,62.26,3734.6,3734.6,3446
151,2017-11-20,65.35,582549.5,521.625,1710.125,610.75,804.25,4782,3081.75,42.71,49.43,10.98,110.92,6.61,3.24,0.76,139.85,57.56,63.1,3763.2,3763.2,3381
152,2017-11-27,68.24,494909,514.375,1717.375,600.25,794.75,4558.5,3248.75,41.96,48.3,10.9,112.09,6.61,3.24,0.76,141.36,57.83,63.1,3915.2,3915.2,3121
153,2017-12-04,69.77,661696.4,529,1709.625,610.375,814.5,4910.625,3071.25,41.06,47.17,10.78,110.98,6.62,3.26,0.76,142.18,57.02,62.43,3954.8,3954.8,3121
154,2017-12-11,70.47,591043.1,521.5,1703.375,621.625,803.5,4876.875,2925.25,43.08,49.12,11.17,111.36,6.62,3.31,0.76,143.39,57.21,63.4,3863,3863,3121
155,2017-12-18,74.02,520389.9,514,1697.125,632.875,792.5,4843.125,2779.25,45,51.09,11.92,112.61,6.59,3.31,0.77,145.37,57.94,64.38,3846.2,3846.2,3121
156,2017-12-25,73.77,449736.6,506.5,1690.875,644.125,781.5,4809.375,2633.25,45.99,52.93,12.23,114.3,6.54,3.32,0.78,146.55,59.97,66.37,3807,3807,3121
157,2018-01-01,75.49,366775,385.4,1304.4,485.6,587.4,3633.8,1987.6,48.14,54.54,13.09,116.09,6.5,3.25,0.78,149.23,61.36,67.53,3822.25,3822.25,3121
158,2018-01-08,78.33,444573.2,414.2,1360.2,501.8,638.4,3888,2281.8,50.69,57.67,13.53,117.45,6.5,3.23,0.79,151.97,63.27,68.99,3817.2,3817.2,3121
159,2018-01-15,75.69,522371.4,443,1416,518,689.4,4142.2,2576,49.65,56.05,13.36,118.63,6.43,3.21,0.8,153.61,63.74,69.33,3828,3828,3121
160,2018-01-22,75.47,600169.6,471.8,1471.8,534.2,740.4,4396.4,2870.2,50,56.31,13.11,119.94,6.36,3.18,0.8,151.82,65.06,70.09,3934.8,3934.8,3121
161,2018-01-29,73.5,677967.8,500.6,1527.6,550.4,791.4,4650.6,3164.4,47.83,54.33,12.54,120.29,6.31,3.18,0.8,151.43,65.21,68.97,3935.2,3935.2,3121
162,2018-02-05,76.54,698449,557.5,1779.75,648.625,850.125,5054.875,3132.875,45.76,53.72,12.91,117.75,6.29,3.27,0.78,152.38,61.94,65.52,3938.4,3938.4,3121
163,2018-02-12,77.61,607479.5,550,1760.25,646.375,873.375,5300.625,3307.125,48.69,57.82,14.12,113.67,6.34,3.25,0.79,155.97,60.39,63.77,3919.33,3919.33,3121
164,2018-02-19,78.51,516510,542.5,1740.75,644.125,896.625,5546.375,3481.375,48.3,57.07,14.2,115.42,6.34,3.25,0.79,157.765,62.45,66.01,3889.5,3889.5,3121
165,2018-02-26,79.13,425540.5,535,1721.25,641.875,919.875,5792.125,3655.625,45.43,51.48,13.39,116.03,6.33,3.25,0.78,159.56,62.16,65.35,4015.6,4015.6,3121
166,2018-03-05,74.45,465073.6,559.75,1776.25,668.25,917.5,5483.5,3415.875,45.28,52.07,12.89,114.86,6.33,3.24,0.78,158.32,61.7,64.95,3892.8,3892.8,3121
167,2018-03-12,70.66,658915.9,532.75,1724.75,622.25,852.5,5363.5,3372.625,45.42,52.58,12.8,114.15,6.32,3.27,0.78,159.73,61.31,65.16,3724.6,3724.6,3123
168,2018-03-19,66.68,852758.1,505.75,1673.25,576.25,787.5,5243.5,3329.375,44,50.51,12.51,114.81,6.33,3.3,0.77,161.35,64.2,68.46,3608.2,3608.2,3030.2
169,2018-03-26,64.21,1046600,478.75,1621.75,530.25,722.5,5123.5,3286.125,44.43,51.53,12.72,115.95,6.28,3.31,0.77,162.82,65.03,69.42,3395.4,3395.4,2941
170,2018-04-02,64.05,528226.2,381.6,1350.6,487.4,673.8,4217.6,2574.6,43.64,50.55,12.66,115.63,6.3,3.34,0.77,161.16,63.1,67.84,3360,3360,2941
171,2018-04-09,64.69,604669.6,415.4,1359.2,479.4,656,4242.8,2680.8,46.8,54.26,13.12,116.51,6.28,3.41,0.77,160.43,66.04,71.27,3404.2,3404.2,2941
172,2018-04-16,65.97,681113,449.2,1367.8,471.4,638.2,4268,2787,47.7,56.6,14,119.17,6.28,3.4,0.77,159.83,67.58,72.86,3441.4,3441.4,2941
173,2018-04-23,66.5,757556.4,483,1376.4,463.4,620.4,4293.2,2893.2,46.53,55.14,13.95,119.83,6.32,3.47,0.76,159.08,68.14,74.05,3556.4,3556.4,2941
174,2018-04-30,66.43,833999.8,516.8,1385,455.4,602.6,4318.4,2999.4,48.27,55.62,14.08,120.3,6.35,3.52,0.75,160.16,68.38,73.93,3678.33,3678.33,2941
175,2018-05-07,66.95,944869.4,555.875,1711.875,588.375,814.375,5390,3431.125,50.41,57.39,14.61,121.7,6.36,3.57,0.75,158.76,70.6,76.56,3628.8,3628.8,2941
176,2018-05-14,67.93,757913.1,567.125,1707.625,590.125,781.125,5280,3536.375,50.81,58.41,14.58,124.83,6.37,3.68,0.75,157.56,71.31,78.75,3670.4,3670.4,3743.2
177,2018-05-21,64.66,570956.9,578.375,1703.375,591.875,747.875,5170,3641.625,49.02,56.98,14.03,126.18,6.38,3.65,0.76,158.89,71,78.76,3573.8,3573.8,3921
178,2018-05-28,65.29,384000.6,589.625,1699.125,593.625,714.625,5060,3746.875,50.24,57.54,14.03,124.83,6.41,3.73,0.76,160.4,66.95,76.57,3649.4,3649.4,3921
179,2018-06-04,66.3,NA,579.125,1688.875,581.375,760.25,5254.625,3494.625,51.67,59.22,13.75,124.39,6.4,3.8,0.76,159.15,65.34,75.96,3761.6,3761.6,3921
180,2018-06-11,67.37,NA,566.375,1722.125,600.625,768.75,5195.375,3683.375,48.7,56.79,13.17,124.41,6.41,3.74,0.75,157.23,66.21,75.69,3847.2,3847.2,3921
181,2018-06-18,66.13,NA,553.625,1755.375,619.875,777.25,5136.125,3872.125,48.93,55.46,12.81,122.9,6.48,3.76,0.74,154.9,66.12,74.75,3789,3789,4060
182,2018-06-25,65.23,NA,540.875,1788.625,639.125,785.75,5076.875,4060.875,50.01,55.48,12.82,121.65,6.59,3.84,0.74,155.79,71.79,77.07,3727.4,3727.4,4060
183,2018-07-02,64.05,NA,NA,NA,NA,NA,NA,NA,49.58,54.65,13.03,123.41,6.64,3.9,0.74,153.42,73.71,77.39,3770.6,3770.6,4060
184,2018-07-09,63.85,NA,NA,NA,NA,NA,NA,NA,49.12,54,13.14,122.08,6.66,3.86,0.74,153.51,71.94,76.02,3886.4,3886.4,4060
185,2018-07-16,NA,NA,NA,NA,NA,NA,NA,NA,48.48,53.64,12.99,120.36,6.69,3.86,0.74,NA,68.59,72.37,3952.75,3952.75,4086.75
=======
,날짜,철광석_가격,미국_수입량,알루미늄,전기동,연,아연,주석,니켈,BHP_close,RIO_close,VALE_close,PDS.원자재.지수,USD.CNY..미국.달러...중국.인민폐.,USD.BRL..미국.달러...브라질.레알.,AUD.USD..호주.달러...미국.달러.,inventory.index,WTI [CME(NYMEX)] 2018.08USD/bbl(barrel),브렌트유 [ICE] 2018.09USD/bbl(barrel),철근 [SHFE] 2018.10RMB/ton,철근 [SHFE] 2018.10RMB/ton,선재 [SHFE] 2018.10RMB/ton
1,2015-01-05,71.17,739264.5,491.375,1674.125,497.375,550.625,5001.875,4123.25,46.93,45.53,8.55,98.22,6.21,2.68,0.81,98.7,48.75,51.29,2579.6,2579.6,2832
2,2015-01-12,68.92,910708,465.125,1527.375,470.625,535.375,4911.125,3836.25,46.14,44.2,8.41,93.71,6.2,2.64,0.82,98.91,47.08,48.23,2506.8,2506.8,2783.6
3,2015-01-19,67.45,1082152,438.875,1380.625,443.875,520.125,4820.375,3549.25,45.5,43.08,7.85,93.25,6.22,2.6,0.81,98.22,46.52,48.63,2492,2492,2717.8
4,2015-01-26,63.12,1253595,412.625,1233.875,417.125,504.875,4729.625,3262.25,46.33,44.13,7.03,93.87,6.25,2.61,0.79,99.77,45.72,49.67,2475.8,2475.8,2635
5,2015-02-02,62.47,1073762,450.375,1468.25,460.25,528.75,5012.125,3722.25,48.29,46.24,7.35,95.68,6.25,2.74,0.78,98.48,50.65,56.24,2487,2487,2559.4
6,2015-02-09,62.24,919097.1,453.625,1439.75,454.25,526.75,4719.375,3663.25,51.19,49.37,8.05,99.94,6.24,2.83,0.78,96.69,51.14,58.05,2488,2488,2635.6
7,2015-02-16,63.91,764431.9,456.875,1411.25,448.25,524.75,4426.625,3604.25,50.48,49.94,7.83,103.17,6.26,2.84,0.78,97.49,51.79,60.87,2523.5,2523.5,2805
8,2015-02-23,63.06,609766.6,460.125,1382.75,442.25,522.75,4133.875,3545.25,52.52,49.33,7.42,102.72,6.26,2.87,0.78,98.29,49.53,60.36,2490.67,2490.67,2805
9,2015-03-02,61.25,690753.6,373.8,1095.6,365,435.4,3824.6,3064.8,49.35,44.23,6.42,103.33,6.27,2.98,0.78,99.38,50.4,60.26,2467,2467,2760
10,2015-03-09,57.99,673411.6,364.2,1140.4,361,420.6,3658.4,2907,44.55,41.9,5.82,102.29,6.26,3.15,0.77,100.28,47.67,56.76,2481.2,2481.2,2760
11,2015-03-16,56.2,656069.6,354.6,1185.2,357,405.8,3492.2,2749.2,48.06,43.58,6.26,99.69,6.23,3.24,0.77,99.19,44.34,54.62,2497.6,2497.6,2760
12,2015-03-23,55,638727.6,345,1230,353,391,3326,2591.4,47.1,41.88,5.67,99.44,6.21,3.18,0.78,100.13,48.89,56.62,2510.4,2510.4,2732.6
13,2015-03-30,50.16,621385.6,335.4,1274.8,349,376.2,3159.8,2433.6,45.56,41.2,5.76,100.86,6.19,3.17,0.76,97.24,48.93,55.86,2408,2408,2586.6
14,2015-04-06,47.81,833085.1,437.75,1468.625,419.375,485,4549.625,3556.875,45.82,41.45,6.04,100.93,6.2,3.09,0.77,97.37,51.79,57.44,2303.5,2303.5,2536.5
15,2015-04-13,50.13,807088.9,448.75,1494.375,473.125,529.5,4180.875,3316.125,46.44,42.02,5.87,102.63,6.21,3.06,0.77,97.58,55.12,61.42,2311.8,2311.8,2474.2
16,2015-04-20,53.86,781092.6,459.75,1520.125,526.875,574,3812.125,3075.375,51.04,45.72,7.92,106.4,6.19,3,0.78,97.16,57.11,63.68,2314.4,2314.4,2502.4
17,2015-04-27,58.07,755096.4,470.75,1545.875,580.625,618.5,3443.375,2834.625,51.92,45.87,8.07,108.56,6.21,2.97,0.79,95.07,58.28,65.71,2382,2382,2479
18,2015-05-04,59.78,805780.9,455.75,1473.25,499.5,541.375,4016.375,3105,50.8,46.11,7.63,110.14,6.21,3.04,0.79,89.91,59.72,66.53,2414,2414,2479
19,2015-05-11,62.42,782400.6,452.75,1541.25,500.5,562.125,3976.625,3286.5,51.55,46.13,7.12,110.29,6.21,3.02,0.8,86.56,60.01,66.42,2387.4,2387.4,2479
20,2015-05-18,58.83,759020.4,449.75,1609.25,501.5,582.875,3936.875,3468,45.87,44.88,6.57,110.02,6.2,3.04,0.79,84.92,59.37,65.45,2340.2,2340.2,2309
21,2015-05-25,62.25,735640.1,446.75,1677.25,502.5,603.625,3897.125,3649.5,44.63,43.77,6.3,107.68,6.2,3.15,0.77,83.31,58.38,63.48,2353.4,2353.4,2309
22,2015-06-01,63.89,670599.6,385.2,1353.6,434.4,498.4,3327.8,2847.6,42.91,43.63,6.51,106.16,6.2,3.15,0.77,82.73,59.65,63.9,2357.2,2357.2,2309
23,2015-06-08,64.95,616568.4,361,1260.2,400.8,458,3165.4,2701.8,43.3,44.04,6.81,105.89,6.21,3.11,0.77,80.74,60.09,64.45,2337.4,2337.4,2309
24,2015-06-15,62.36,562537.2,336.8,1166.8,367.2,417.6,3003,2556,43.81,43.16,6.51,106.99,6.21,3.09,0.78,79.62,59.89,63.76,2255.8,2255.8,2551.4
25,2015-06-22,61.62,508506,312.6,1073.4,333.6,377.2,2840.6,2410.2,42.69,42.84,6.23,106.15,6.21,3.1,0.77,78.71,60.2,63.55,2230.25,2230.25,2612
26,2015-06-29,58.15,454474.8,288.4,980,300,336.8,2678.2,2264.4,41.29,41.04,5.85,105.47,6.21,3.12,0.76,81.77,57.92,62.42,2143,2143,2581.6
27,2015-07-06,49.11,682176,426.75,1505.625,468.25,532.75,3760.375,3369.25,39.47,39.14,5.43,102.39,6.21,3.19,0.75,82.01,52.41,57.56,2000.6,2000.6,2464.6
28,2015-07-13,50.39,724167,415.25,1411.375,449.75,511.25,3747.125,3020.75,39.56,40.35,5.46,100.45,6.21,3.15,0.74,81.15,51.69,57.49,2011.2,2011.2,2417
29,2015-07-20,51.88,766158,403.75,1317.125,431.25,489.75,3733.875,2672.25,36.3,37.39,5.05,98.67,6.21,3.25,0.74,81.75,49.26,55.94,2066.4,2066.4,2417
30,2015-07-27,54.15,808149,392.25,1222.875,412.75,468.25,3720.625,2323.75,38.37,38.62,5.26,96.28,6.21,3.37,0.73,80.68,47.96,53.13,2087.4,2087.4,2356.6
31,2015-08-03,56.03,636811.8,347.2,1165,366.2,438.8,2939,2486,38.64,39.8,5.28,93.42,6.21,3.49,0.74,81.56,44.92,49.45,2083.8,2083.8,2350
32,2015-08-10,56.57,596130,327.6,1091.4,352.4,400.4,2992.4,2277.2,37.88,38.59,5.23,92.07,6.34,3.48,0.74,81.67,43.21,49.5,2069.2,2069.2,2350
33,2015-08-17,56.39,555448.2,308,1017.8,338.6,362,3045.8,2068.4,34.68,35.99,4.75,90.63,6.39,3.48,0.73,81.04,41.38,47.36,2046.8,2046.8,2350
34,2015-08-24,54.07,514766.4,288.4,944.2,324.8,323.6,3099.2,1859.6,36.69,36.6,4.83,86.2,6.4,3.58,0.71,80.59,40.79,45.33,1960.4,1960.4,2350
35,2015-08-31,56.5,474084.6,268.8,870.6,311,285.2,3152.6,1650.8,33.75,34.23,4.73,88.69,6.36,3.73,0.7,79.94,46.73,50.9,1958.33,1958.33,2350
36,2015-09-07,57.87,720067.5,378.875,1257.375,424.625,463.875,3775.75,2641,34.07,37.21,4.98,88.97,6.37,3.83,0.7,81.25,45.16,48.35,1945.2,1945.2,2350
37,2015-09-14,57.53,668553,391.125,1287.125,421.875,441.125,3838.75,2530,34.6,35.52,4.98,88.68,6.37,3.87,0.72,82.9,45.46,47.86,1929,1929,2375.8
38,2015-09-21,56.45,617038.5,403.375,1316.875,419.125,418.375,3901.75,2419,31.87,33.6,4.52,88.07,6.38,4.02,0.7,85.52,45.52,48.5,1897.4,1897.4,2379.6
39,2015-09-28,55.68,565524,415.625,1346.625,416.375,395.625,3964.75,2308,33.06,34.78,4.48,87.59,6.36,4.01,0.7,83.225,45.01,47.95,1845.33,1845.33,2277.67
40,2015-10-05,54.28,619383.2,405.375,1300.125,415.125,428.625,3824.375,2418.75,37.76,39.74,5.48,88.49,6.35,3.84,0.72,80.93,48.33,51.64,1838.5,1838.5,2098
41,2015-10-12,54.84,666208.2,389.125,1303.875,425.875,430.875,3916.125,2530.25,36.06,38.36,4.79,90.61,6.34,3.84,0.73,84.27,46.81,49.48,1836.2,1836.2,2098
42,2015-10-19,52.56,713033.2,372.875,1307.625,436.625,433.125,4007.875,2641.75,35.75,38.29,4.73,88.46,6.35,3.91,0.72,83.87,45.32,48.25,1805.8,1805.8,2098
43,2015-10-26,50.39,759858.2,356.625,1311.375,447.375,435.375,4099.625,2753.25,32.89,36.51,4.36,87.02,6.35,3.88,0.72,84.45,45.15,48.35,1795.8,1795.8,2082
44,2015-11-02,48.94,658220,316.4,1127.6,366.8,374.8,3390.6,2291.2,30.75,34.72,4.14,87.23,6.34,3.8,0.71,87.11,45.97,48.66,1782,1782,2088
45,2015-11-09,48.19,551696.6,304.8,1044.6,345,345.6,3169.6,2068.8,28.41,34.24,3.97,85.71,6.36,3.79,0.71,87.13,42.7,45.62,1782,1782,2088
46,2015-11-16,46,445173.2,293.2,961.6,323.2,316.4,2948.6,1846.4,29.1,34.68,3.8,83.42,6.38,3.78,0.71,86.58,40.82,44.22,1732.2,1732.2,2114.4
47,2015-11-23,44.24,338649.8,281.6,878.6,301.4,287.2,2727.6,1624,26.98,33.11,3.57,83.51,6.39,3.75,0.72,89.17,42.34,45.49,1673.6,1673.6,2121
48,2015-11-30,41.42,232126.4,270,795.6,279.6,258,2506.6,1401.6,26.48,31.75,3.28,83.04,6.4,3.82,0.73,91.49,40.9,43.68,1643.2,1643.2,2124
49,2015-12-07,38.72,569055,363,1224.375,393.375,403,3690.875,2375.5,23.81,28.53,3.15,81.08,6.43,3.8,0.72,92.09,36.94,39.75,1655.4,1655.4,2124
50,2015-12-14,39.43,543878,370,1179.625,414.625,388,3680.625,2240.5,23.93,27.38,3.2,78.25,6.48,3.91,0.72,94.29,35.77,37.54,1674.2,1674.2,2124
51,2015-12-21,40.77,518701,377,1134.875,435.875,373,3670.375,2105.5,26.14,29.72,3.3,77.37,6.47,3.97,0.72,97.43,36.62,36.93,1730,1730,2124
52,2015-12-28,42.65,493524,384,1090.125,457.125,358,3660.125,1970.5,25.76,29.12,3.29,78.43,6.49,3.91,0.73,96.08,37.08,37.04,1768.5,1768.5,2124
53,2016-01-04,43.03,496630.9,375.375,1178,432,381.75,3791.125,2199.125,21.96,25.07,2.6,77.45,6.54,4.03,0.71,99.06,34.63,35.03,1777.6,1777.6,2124
54,2016-01-11,40.67,565948.1,371.625,1136.5,418.5,379.25,3559.875,2146.875,20.19,23.62,2.37,74.12,6.58,4.03,0.7,100.63,30.59,30.95,1754.8,1754.8,2124
55,2016-01-18,42.11,635265.4,367.875,1095,405,376.75,3328.625,2094.625,21.48,23.77,2.27,70.23,6.57,4.09,0.69,100.05,29.18,29.32,1820.4,1820.4,1911
56,2016-01-25,41.74,704582.6,364.125,1053.5,391.5,374.25,3097.375,2042.375,21.91,24.65,2.45,71.84,6.54,4.07,0.7,98.41,32.19,32.81,1839,1839,1911
57,2016-02-01,44.55,547974.6,284.4,866.2,304.4,262.6,2380,1731.2,22.58,26.21,2.61,74.03,6.57,3.93,0.71,96.57,31.28,34.1,1829.2,1829.2,1911
58,2016-02-08,45.73,480485.4,295.8,892.6,329.4,302.4,2755.4,1696.6,22.72,26.52,2.63,72.76,6.56,3.94,0.71,97.35,30.655,33.785,1848.3,1848.3,1911
59,2016-02-15,47.01,412996.2,307.2,919,354.4,342.2,3130.8,1662,23.98,27.37,2.94,72.91,6.52,4.02,0.71,98.13,30.03,33.47,1867.4,1867.4,1911
60,2016-02-22,50.56,345507,318.6,945.4,379.4,382,3506.2,1627.4,22.56,25.52,2.71,73.34,6.52,3.96,0.72,98.19,32.27,34.55,1931.6,1931.6,1911
61,2016-02-29,51.7,278017.8,330,971.8,404.4,421.8,3881.6,1592.8,27.68,30.32,4.38,75.71,6.54,3.88,0.73,97.86,34.66,37.22,1975,1975,1911
62,2016-03-07,60.08,479446.4,384.625,1104.625,438.5,416,3745.75,2028.25,27.22,29.11,3.83,79.18,6.51,3.69,0.75,96.95,37.81,40.4,2095.2,2095.2,1911
63,2016-03-14,55.12,553044.1,383.375,1192.875,447.5,439.5,4081.25,2126.75,27.42,29.13,4.17,80.97,6.49,3.68,0.76,97.5,38.32,40.27,2033.2,2033.2,1911
64,2016-03-21,57.86,626641.9,382.125,1281.125,456.5,463,4416.75,2225.25,25.64,27.71,4.04,82.4,6.5,3.65,0.76,96.31,40.15,41.06,2157.6,2157.6,1911
65,2016-03-28,54.72,700239.6,380.875,1369.375,465.5,486.5,4752.25,2323.75,25.65,28.17,4.32,81.87,6.48,3.61,0.76,99.43,38.22,39.39,2147.8,2147.8,1911
66,2016-04-04,54.57,603130.9,378.625,1249.125,461.875,445.375,4240,2176,24.77,27.99,4.48,81.92,6.47,3.65,0.76,100.72,37.26,39.35,2185,2185,1911
67,2016-04-11,58.8,576555.1,386.875,1224.875,442.125,457.125,4258,2176,28.91,31.67,5.29,83.92,6.47,3.5,0.77,99.14,41.23,43.73,2321.8,2321.8,1911
68,2016-04-18,64.95,549979.4,395.125,1200.625,422.375,468.875,4276,2176,31.82,33.56,5.42,85.52,6.48,3.55,0.78,99.39,42.08,44.48,2544,2544,1911
69,2016-04-25,63.82,523403.6,403.375,1176.375,402.625,480.625,4294,2176,31.34,33.66,5.67,87.73,6.49,3.51,0.77,100.08,44.79,46.73,2568.8,2568.8,1911
70,2016-05-02,60.51,379349.2,314.4,998.8,348.8,366.6,3478,1743.8,27.93,30.9,4.78,88.81,6.49,3.53,0.75,100.67,44.24,45.16,2386.75,2386.75,1911
71,2016-05-09,55.08,450613.8,312.8,970.2,345.8,370.4,3413.6,1740.8,26.6,28.29,4.13,87.56,6.51,3.49,0.73,99.37,45.45,46.53,2139.6,2139.6,1911
72,2016-05-16,55.05,521878.4,311.2,941.6,342.8,374.2,3349.2,1737.8,26.84,28.31,3.98,89.4,6.53,3.54,0.73,101.78,48.03,48.94,2064.4,2064.4,2254.2
73,2016-05-23,50.72,593143,309.6,913,339.8,378,3284.8,1734.8,27.5,28.73,3.98,89.62,6.56,3.58,0.72,101.86,49.01,49.12,1958.4,1958.4,2340
74,2016-05-30,49.42,664407.6,308,884.4,336.8,381.8,3220.4,1731.8,27.81,28.34,4.61,89.73,6.58,3.58,0.73,100.17,48.98,49.77,1978.6,1978.6,2340
75,2016-06-06,52.27,658524.2,384.5,1186.625,428.5,448.75,4156.625,2144,26.73,27.94,4.41,91.29,6.57,3.42,0.74,100.7,50.18,51.4,2071,2071,2340
76,2016-06-13,51.18,646171.8,393.5,1167.375,428.5,486.75,4216.375,2200.5,27.71,29.19,4.46,90.98,6.59,3.46,0.74,100.57,47.91,49.1,2098.8,2098.8,2252.8
77,2016-06-20,51.34,633819.2,402.5,1148.125,428.5,524.75,4276.125,2257,27.23,28.76,4.55,90.36,6.59,3.38,0.75,102.68,49.02,50.09,2111.8,2111.8,2122
78,2016-06-27,54.28,621466.8,411.5,1128.875,428.5,562.75,4335.875,2313.5,28.62,31.57,5.16,90.74,6.65,3.28,0.74,104.61,48.28,49.28,2272.8,2272.8,2122
79,2016-07-04,55.66,589629.1,393.25,1129.625,413.375,485.5,4140.25,2061.625,29.34,31.59,4.95,91.02,6.68,3.32,0.75,106.57,46.15,48,2394.2,2394.2,2178
80,2016-07-11,58.22,690361.9,402.75,1185.875,443.625,526,4352.25,2395.875,30.5,32.86,5.36,89.42,6.69,3.27,0.76,108.4,45.59,47.19,2497.4,2497.4,2481.6
81,2016-07-18,56.33,791094.6,412.25,1242.125,473.875,566.5,4564.25,2730.125,28.55,31.35,5.31,89.03,6.69,3.26,0.75,108.84,44.75,46.54,2351.2,2351.2,2479.8
82,2016-07-25,58.73,891827.4,421.75,1298.375,504.125,607,4776.25,3064.375,29.69,32.82,5.75,87.15,6.66,3.27,0.75,108.64,42.14,43.64,2396.2,2396.2,2431
83,2016-08-01,61.22,630765.8,323.6,990.8,366.2,417.4,3450.6,2030,31.02,32.74,6.02,85.56,6.64,3.23,0.76,108.21,40.83,43.12,2485.4,2485.4,2431
84,2016-08-08,60.47,592582.6,326,971.2,367,437,3566.6,2050.4,30.97,31.08,5.64,86.82,6.64,3.16,0.77,107.54,43.1,45.49,2578.6,2578.6,2431
85,2016-08-15,60.96,554399.4,328.4,951.6,367.8,456.6,3682.6,2070.8,31.94,32.06,5.97,88.98,6.63,3.21,0.77,106.41,47.17,49.84,2589,2589,2431
86,2016-08-22,61.05,516216.2,330.8,932,368.6,476.2,3798.6,2091.2,32.09,31.54,5.45,90.45,6.66,3.23,0.76,105.4,47.38,49.55,2571.4,2571.4,2373.8
87,2016-08-29,59.13,478033,333.2,912.4,369.4,495.8,3914.6,2111.6,30.62,31.13,5.6,89.52,6.68,3.24,0.75,104.24,45.13,47.39,2433,2433,2145
88,2016-09-05,58.56,724754.6,417,1195.875,446.875,569.5,4458.5,2609.25,30.74,30.74,5.19,88.69,6.67,3.23,0.76,103.46,45.96,48.17,2380.2,2380.2,2145
89,2016-09-12,56,661243.9,404,1183.125,472.625,572,4748,2567.75,29.97,29.9,5.03,89.85,6.68,3.3,0.75,104.01,44.34,46.73,2279.67,2279.67,2145
90,2016-09-19,56.09,597733.1,391,1170.375,498.375,574.5,5037.5,2526.25,32.54,32.41,5.42,89.36,6.67,3.24,0.76,102.72,44.58,46.44,2269.4,2269.4,2145
91,2016-09-26,56.48,534222.4,378,1157.625,524.125,577,5327,2484.75,34.65,33.4,5.5,90.39,6.67,3.24,0.77,106.48,46.74,48.06,2289.4,2289.4,2143
92,2016-10-03,55.86,514908.2,303.2,936.4,368.8,454.4,3792,2022,35.36,33.16,5.57,92.11,6.67,3.23,0.76,104.61,48.68,50.165,2306.4,2306.4,2261.2
93,2016-10-10,57.09,503590.8,318,941.4,388.4,458.6,3914.2,2037.6,33.99,31.77,5.58,94.47,6.72,3.2,0.76,105.68,50.62,52.27,2323.4,2323.4,2379.4
94,2016-10-17,58.55,492273.4,332.8,946.4,408,462.8,4036.4,2053.2,34.96,32.87,6.26,94.38,6.74,3.17,0.77,106.86,50.62,51.81,2451.4,2451.4,2305
95,2016-10-24,62.26,480956,347.6,951.4,427.6,467,4158.6,2068.8,34.87,34.53,6.9,93.84,6.78,3.15,0.76,108.29,49.62,50.48,2527,2527,2305
96,2016-10-31,65.1,469638.6,362.4,956.4,447.2,471.2,4280.8,2084.4,33.98,33.93,6.67,93.12,6.76,3.24,0.77,111.19,45.52,47.05,2638,2638,2305
97,2016-11-07,72.13,604844.1,407.125,1094.125,492.625,546.625,4915.125,2456.875,37.5,39.08,7.69,91.97,6.79,3.28,0.77,109.09,44.64,45.83,2934,2934,2305
