일자	식사명	수량(아침식사2 값 중복)	식사내용
2005.8.27	점심식사2	22.81588448	"감자튀김(경양식),단무지,쇠고기스프(경양식),야채샐러드,요구르트,치킨함박스테이크,포기김치"
2005.8.28	점심식사	28.5198556	"고등어무조림,땅콩흑콩조림,레몬차,쇠고기맑은국,숙주나물,쌀밥,탕수육,포기김치"
2005.8.28	점심식사2	28.5198556	"돈까스,레몬차,반달감자튀김,쌀밥,야채샐러드,양송이스프(경양식),포기김치,피클"
2005.8.29	점심식사	48.59205776	"깍두기(손칼),식혜,쌀밥,야채튀김(쑥갓),오이소박이,오징어순대,추어탕,풋고추,쌈장"
2005.8.29	점심식사2	48.59205776	"단무지,당근스프(경양식),배추김치,스마일감자튀김,식혜,쌀밥,야채샐러드,치킨함박스테이크"
2005.8.30	점심식사	44.54873646	"닭오징어콩나물찜,땅콩흑콩조림,마늘밥,배추김치,부추겉절이,생선묵조림,요구르트,콩가루배추국"
2005.8.30	점심식사2	44.54873646	"감자튀김(맛),배추김치,생선까스&타르,쌀밥,야채샐러드,요구르트,크림스프(경양식),피클"
2005.8.31	점심식사	49.60288809	"돈육두루치기,배추김치,수정과,순두부김치국,쌀밥,양배추,다시마쌈,잡채(어묵),풋고추,쌈장"
2005.8.31	점심식사2	49.60288809	"감자튀김(반달),단무지,당근스프(경양식),배추김치,수정과,쌀밥,야채샐러드,치킨까스&데미소스"
2005.9.1	점심식사	49.38628159	"계란찜,고등어무조림,배추김치,쇠고기콩나물국,쌀밥,열무된장무침,오징어김치전,호상요구르트"
2005.9.1	점심식사2	49.38628159	"계란탕,단무지.옥파,배추김치,쌀밥(반공기),자장면,찐만두,해파리냉채,호상요구르트"
2005.9.2	점심식사	48.23104693	"미역국,바나나,비빔된장,비빔밥(표고),열무김치"
2005.9.2	점심식사2	48.23104693	"단무지,당근스프(경양식),바나나,배추김치,쌀밥,야채샐러드,오징어볼튀김,치즈함박스테이크&데미"
2005.9.3	점심식사	19.35018051	"노란호박전,미역줄기볶음,배추김치,삼치무조림,쌀밥,요구르트,쫄면야채무침,콩나물국"
2005.9.3	점심식사2	19.35018051	"감자튀김(반달),돈까스,배추김치,쇠고기스프(경양식),쌀밥,야채샐러드,요구르트,피클"
2005.9.4	점심식사	16.75090253	"꽁치무조림,돈육짜장볶음,두부된장찌개,무생채(잔파),배추김치,수정과,쌀밥,연근조림"
2005.9.4	점심식사2	16.75090253	"감자튀김(맛),단무지,배추김치,수정과,쌀밥,야채샐러드,양송이스프(경양식),치킨함박스테이크"
2005.9.5	점심식사	53.14079422	"가지나물,갈비탕,깍두기(손칼),수정과,쌀밥,오이,풋고추,쌈장,오징어회무침"
2005.9.5	점심식사2	53.14079422	"단무지,당근스프(경양식),돈까스,배추김치,쌀밥,야채샐러드,오징어볼튀김,피클"
2005.9.6	점심식사	31.84115523	"단호박죽,돈육강정,들깨미역국,배추김치,불고기잡채,삼치무조림,쌀밥,콩나물무침"
2005.9.6	점심식사2	31.84115523	"단무지,단호박죽,배추김치,쇠고기스프(경양식),쌀밥,야채샐러드,줄무늬감자튀김,치킨함박스테이크"
2005.9.7	점심식사	48.44765343	"가자미구이,건새우마늘쫑볶음,닭개장,떡볶이,배추김치,쌀밥,오이생채,요구르트"
2005.9.7	점심식사2	48.44765343	"감자튀김,돈까스,배추김치,쌀밥,야채샐러드,요구르트,크림스프(경양식)"
2005.9.8	점심식사	50.39711191	"감자조림,무말랭이무침,백김치,삼겹살고추장불고기,상추,풋고추,쌈장,식혜,쌀밥,열무된장국"
2005.9.8	점심식사2	50.39711191	"계란후라이,김치볶음밥,깍두기(손칼),식혜,열무된장국,케이준치킨샐러드,피클"
2005.9.9	점심식사	67.29241877	"가지나물,꽈리고추멸치볶음,닭갈비,미나리나물,배추김치,쌀밥,알탕,칡즙"
2005.9.9	점심식사2	67.29241877	"미트소스스파게티,배추김치,쌀밥(반공기),야채샐러드,오징어볼튀김,칡즙,크림스프(경양식),피클"
2005.9.10	점심식사	18.70036101	"꽁치무조림,돌나물레몬생채,마파두부,배추김치,사과,쇠고기콩나물국,쌀밥,천사채샐러드"
2005.9.10	점심식사2	18.70036101	"감자튀김,단무지,돈까스,배추김치,사과,쌀밥,야채샐러드,야채스프"
2005.9.11	점심식사	16.96750903	"돈육짜장볶음,무채국,배추김치,소면사리,쌀밥,요구르트,쭈꾸미볶음,참나물겉절이"
2005.9.11	점심식사2	16.96750903	"감자튀김(맛),배추김치,쌀밥,야채샐러드,양송이스프(경양식),요구르트,치킨함박스테이크,피클"
2005.9.12	점심식사	52.49097473	"두부양념장구이,배추김치,쇠고기브로컬리볶음,시금치나물,쌀밥,알감자조림,오징어무국,칡즙"
2005.9.12	점심식사2	52.49097473	"계란후라이,김치볶음밥,깍두기(손칼),야채샐러드,오징어링튀김,칡즙,팽이맑은국"
2005.9.13	점심식사	75.37906137	"고등어무조림,미역줄기볶음,배추김치,배추된장국,쌀밥,오이생채,요구르트,탕수육"
2005.9.13	점심식사2	75.37906137	"배추김치,생선까스&타르,쇠고기스프(경양식),쌀밥,야채샐러드,요구르트,줄무늬감자튀김,피클"
2005.9.14	점심식사	48.88086643	"건새우호박국,꽁치시래기찌개,멸치볶음,배추김치,쇠고기가지볶음,수정과,쌀밥,콩나물무침"
2005.9.14	점심식사2	48.88086643	"감자튀김(40),단무지,돈까스,배추김치,수정과,쌀밥,야채샐러드,야채스프"
2005.9.15	점심식사	44.2599278	"감자채카레볶음,단배추된장무침,닭단호박조림,도토리묵말이,식혜,쌀밥,열무김치,통도라지구이"
2005.9.15	점심식사2	44.2599278	"감자튀김(맛),배추김치,식혜,쌀밥,야채샐러드,양송이스프(경양식),치킨함박스테이크,피클"
2005.9.16	점심식사	34.00722022	"계란찜,깍두기(손칼),다시마채무침,레몬차,무채국,시골식돈육김치찌개,쌀밥,조기구이"
2005.9.16	점심식사2	34.00722022	"고구마샐러드,단무지,배추김치,배추된장국,쌀밥,야채샐러드,쭈꾸미덮밥"
2005.9.17	점심식사	19.35018051	"가지나물,단배추겉절이,단호박과일샐러드,쌀밥,오징어순대,해물칼국수,화인쿨"
2005.9.18	점심식사	28.37545126	"닭다리버터구이,동태전,배추김치,삼색나물,송편,쇠갈비찜,수정과,열무김치,오곡밥,오이부추무침,코다리무조림,탕국,포도"
2005.9.19	점심식사	17.61732852	"만두국,배추김치,쇠고기가지볶음,쌀밥,연근조림,오이지무침,요구르트,자반고등어찜2"
2005.9.20	점심식사	40.79422383	"김치국,꽁치한마리구이,도토리묵무침,돈육메추리알조림,미역줄기볶음,바나나,백김치,쌀밥"
2005.9.20	점심식사2	40.79422383	"단무지,돈까스,바나나,배추김치,쌀밥,야채샐러드,야채스프,오징어볼튀김"
2005.9.21	점심식사	41.58844765	"감자조림,깍두기(손칼),두부양념장구이,식혜2,쌀밥,추어탕,풋고추,쌈장,해파리냉채"
2005.9.21	점심식사2	41.58844765	"계란후라이,김치볶음밥,깍두기(손칼),떡샐러드,미니돈까스강정,배추된장국,식혜"
2005.9.22	점심식사	54.00722022	"닭오징어콩나물찜,돈육야채볶음,땅콩흑콩조림,배추김치,쌀밥,아오리사과,어묵무국,오이생채"
2005.9.22	점심식사2	54.00722022	"단무지.옥파,배추김치,쌀밥,아오리사과,오징어회무침,짬뽕,탕수만두"
2005.9.23	점심식사	60	"꽃게된장국,노란호박전,무생채(잔파),배추김치,불고기잡채,삼치무조림,쌀밥,칡즙"
2005.9.23	점심식사2	60	"고구마샐러드,단무지,돈까스,배추김치,쌀밥,야채샐러드,칡즙,크림스프(경양식)"
2005.9.24	점심식사	26.06498195	"갈치무조림,감자수제비국,깐풍기,배추김치,수정과,쌀밥,쑥갓양파겉절이,콩나물무침"
2005.9.24	점심식사2	26.06498195	"단무지,배추김치,수정과,쌀밥,야채샐러드,양송이스프(경양식),오징어볼튀김,치킨함박스테이크"
2005.9.25	점심식사	19.7833935	"돈갈비떡찜,배추김치,배추된장국,비빔만두,야채밥,요구르트,우엉콩조림(흰콩),참나물겉절이"
2005.9.25	점심식사2	19.7833935	"감자튀김(40),단무지,돈까스,배추김치,쇠고기스프(경양식),쌀밥,야채샐러드,요구르트"
2005.9.26	점심식사	50.54151625	"꽁치시래기찌개,돈육강정,배즙,배추김치,쌀밥,재첩국,표고피망볶음,호박나물"
2005.9.26	점심식사2	50.54151625	"배즙,배추김치,스틱단무지무침,야채샐러드,오므라이스,오징어회무침,재첩국"
2005.9.27	점심식사	44.4765343	"명엽채흑임자볶음,배추김치,배추된장국,쇠고기브로컬리볶음,식혜,쌀밥,참나물겉절이,해물우동볶음"
2005.9.27	점심식사2	44.4765343	"돈까스,배추김치,쇠고기스프(경양식),식혜,쌀밥,야채샐러드,줄무늬감자튀김,피클"
2005.9.28	점심식사	55.88447653	"돈육짜장볶음,돌나물레몬생채,레몬차,배추김치,쇠고기콩나물국,쌀밥,쭈꾸미볶음,흰콩곤약조림"
2005.9.28	점심식사2	55.88447653	"고구마샐러드,단무지,레몬차,배추김치,쌀밥,야채샐러드,야채스프,치킨함박스테이크"
2005.9.29	점심식사	55.7400722	"계란찜,고등어김치찌개,들깨미역국,쇠고기가지볶음,쌀밥,열무김치,호박나물,화인쿨"
2005.9.29	점심식사2	55.7400722	"계란탕,구운만두,단무지.옥파,쌀밥(반공기),열무김치,자장면,화인쿨"
2005.9.30	점심식사	47.14801444	"가자미튀김양념,감자채카레볶음,깍두기(손칼),부추겉절이,순대국밥,쌀밥,칡즙,풋고추,쌈장"
2005.9.30	점심식사2	47.14801444	"그린스프(경양식),단무지,배추김치,쌀밥,야채샐러드,줄무늬감자튀김,치킨까스&데미소스,칡즙"
2005.10.1	점심식사	17.76173285	"다시마채무침,닭조림(토막),두부양념장구이,배추김치,쌀밥,아오리사과,어묵무국,통도라지구이"
2005.10.1	점심식사2	17.76173285	"단무지,돈까스,배추김치,스마일감자튀김,쌀밥,아오리사과,야채샐러드,양송이스프(경양식)"
2005.10.2	점심식사	16.53429603	"돈육야채볶음,된장찌개,배추김치,삼치무조림,식혜,쌀밥,잡채(어묵),콩나물무침"
2005.10.2	점심식사2	16.53429603	"단무지,배추김치,식혜,쌀밥,야채샐러드,오징어볼튀김,치킨함박스테이크,크림스프(경양식)"
2005.10.3	점심식사	18.70036101	"감자수제비국,닭파인애플조림(토막),두부찌개,배추김치,쌀밥,야채튀김(쑥갓),월동초겉절이,칡즙"
2005.10.3	점심식사2	18.70036101	"단무지,돈까스,배추김치,쇠고기스프(경양식),쌀밥,야채샐러드,줄무늬감자튀김,칡즙"
2005.10.4	점심식사	50.83032491	"건미역무침,단호박죽,동태무조림,무말랭이무침,배추겉절이,쌀밥,콩나물국,탕수육"
2005.10.4	점심식사2	50.83032491	"깍두기(손칼),단호박죽,동태무조림,배추겉절이,쌀밥,오징어볼튀김,잔치국수"
2005.10.5	점심식사	49.89169675	"갈비탕,고구마맛탕,깍두기(손칼),쌀밥,오징어조림,청경채겉절이,풋고추,쌈장"
2005.10.5	점심식사2	49.89169675	"계란후라이,고구마맛탕,김치볶음밥,깍두기(손칼),양상치샐러드,오징어링튀김,팽이버섯국"
2005.10.6	점심식사	45.77617329	"계란찜,돈육가지볶음,배추김치,부추김무침,쌀밥,야채국,오렌지쥬스,조기구이"
2005.10.6	점심식사2	45.77617329	"단무지,배추김치,쌀밥,야채샐러드,줄무늬감자튀김,치킨함박스테이크,크림스프(경양식)"
2005.10.7	점심식사	39.566787	"깐풍기,꽁치무조림,배추김치,북어계란국,수정과,쌀밥,연근조림,콩나물무침"
2005.10.7	점심식사2	39.566787	"김가루조미밥,단무지,락교,배추김치,비빔만두,우동"
2005.10.8	점심식사	21.51624549	"백김치,삼겹살구이2,상추,풋고추,쌈장,식혜,쌀밥,잔파생채(70),쫄면야채무침,콩가루배추국"
2005.10.8	점심식사2	21.51624549	"감자튀김,단무지,배추김치,쌀밥,야채샐러드,양송이스프(경양식),치킨함박스테이크"
2005.10.9	점심식사	14.44043321	"감자전,고등어김치찌개,깍두기(손칼),꽃게된장국,돌나물레몬생채,쇠고기가지볶음,쌀밥,요구르트"
2005.10.9	점심식사2	14.44043321	"고구마샐러드,돈까스,배추김치,쌀밥,야채샐러드,요구르트,크림스프(경양식),피클"
2005.10.10	점심식사	49.24187726	"골뱅이야채무침,돈갈비고구마찜,미역줄기볶음,배추김치,생키위쥬스,쌀밥,열무된장국,잔멸치볶음"
2005.10.10	점심식사2	49.24187726	"계란후라이,김치볶음밥,깍두기(손칼),락교,생키위쥬스,야채샐러드,열무된장국,오징어링튀김"
2005.10.11	점심식사	48.15884477	"계란찜,깍두기(손칼),레몬차,쌀밥,양파절임,오징어순대,통메기매운탕,풋고추된장무침"
2005.10.11	점심식사2	48.15884477	"고구마샐러드,그린스프(경양식),돈까스,레몬차,배추김치,쌀밥,야채샐러드,피클"
2005.10.12	점심식사	47.00361011	"김치볶음,미역국,삼치구이&데리야끼소스,식혜,쌀밥,쑥갓양파겉절이,온두부&볶음김치,잡채(어묵)"
2005.10.12	점심식사2	47.00361011	"깐풍기,멕시칸샐러드,배추김치,식혜,쑥갓돌나물겉절이,유부된장국,카레라이스"
2005.10.13	점심식사	43.68231047	"고구마야채튀김,떡샐러드,백김치,오징어회비빔밥,유부된장국"
2005.10.13	점심식사2	43.68231047	"단무지,배추김치,쌀밥,야채샐러드,야채스프,요구르트,으깬감자샐러드,치킨함박스테이크"
2005.10.14	점심식사	40.50541516	"깐마늘장아찌,꽁치시래기찌개,돈육강정,배즙,배추김치,쌀밥,열무된장무침,콩나물무국"
2005.10.14	점심식사2	40.50541516	"감자튀김(맛),미역국,배즙,배추김치,쌀밥,야채샐러드,오므라이스,오징어회무침"
2005.10.15	점심식사	16.46209386	"감자조림,두부찌개,배추김치,쇠고기브로컬리볶음,쌀밥,오렌지(반),오징어무국,참나물무침"
2005.10.15	점심식사2	16.46209386	"돈까스,배추김치,쌀밥,야채샐러드,오렌지(반),줄무늬감자튀김,크림스프(경양식),피클"
2005.10.16	점심식사	15.16245487	"계란탕,단무지.옥파,배추김치,쌀밥,요구르트,자장면,찐만두,해파리냉채"
2005.10.16	점심식사2	15.16245487	"단무지,배추김치,쌀밥,야채샐러드,양송이스프(경양식),오징어볼튀김,요구르트,치킨함박스테이크"
2005.10.17	점심식사	45.27075812	"감자육계조림,깻잎순볶음,꽃게된장국,노란호박전,배추겉절이,쌀밥,쫄면야채무침,칡즙"
2005.10.17	점심식사2	45.27075812	"김가루조미밥,단무지잔파무침,락교,배추김치,비빔만두,우동,칡즙"
2005.10.18	점심식사	43.8267148	"건새우호박국,땅콩흑콩조림,배추김치,삼치무조림,쇠고기야채볶음,수정과,쌀밥,월동초겉절이"
2005.10.18	점심식사2	43.8267148	"고구마샐러드,단무지,돈까스,배추김치,수정과,쌀밥,야채샐러드,양송이스프(경양식)"
2005.10.19	점심식사	48.3032491	"군고구마,깍두기(손칼),쌀밥,오이소박이,오징어브로콜리무침,잡채(어묵),추어탕"
2005.10.19	점심식사2	48.3032491	"군고구마,단무지,배추김치,쌀밥,야채샐러드,줄무늬감자튀김,치즈함박스테이크&데미,크림스프(경양식)"
2005.10.20	점심식사	41.29963899	"김치국,깍두기(손칼),꽁치한마리구이,마파두부,쌀밥,요구르트,치커리사과생채,호박새우젓국"
2005.10.20	점심식사2	41.29963899	"배추김치,쌀밥,야채샐러드,오징어링튀김,요구르트,유부된장국,쭈꾸미덮밥,피클"
2005.10.21	점심식사	38.48375451	"고등어무조림,돈육가지볶음,배추김치,식혜,쌀밥,야채국,오이지무침,콩나물무침"
2005.10.21	점심식사2	38.48375451	"돈육가지볶음,배추김치,식혜,쌀밥,오징어볼튀김,잔치국수,콩나물무침"
2005.10.22	점심식사	18.91696751	"가자미구이,다시마채무침,배추김치,생키위쥬스,쇠고기브로컬리볶음,쌀밥,열무된장국,해물우동볶음"
2005.10.22	점심식사2	18.91696751	"고구마샐러드,단무지,배추김치,생키위쥬스,쌀밥,야채샐러드,옥수수스프(경양식),치킨함박스테이크"
2005.10.23	점심식사	16.82310469	"계란찜,돌나물레몬생채,미역국,소면사리,쌀밥,아오리사과,어채볶음(굵은채),쭈꾸미볶음"
2005.10.23	점심식사2	16.82310469	"돈까스,배추김치,쌀밥,아오리사과,야채샐러드,야채스프,줄무늬감자튀김,피클"
2005.10.24	점심식사	47.00361011	"근대국,단호박죽,배추김치,비엔나케찹볶음,쌀밥,연근조림,자반고등어찜2,콩나물무침"
2005.10.24	점심식사2	47.00361011	"그린스프(경양식),단무지,단호박죽,배추김치,쌀밥,야채샐러드,으깬감자샐러드,치킨함박스테이크"
2005.10.25	점심식사	42.38267148	"닭개장,도라지부추무침,배추김치,쇠고기가지볶음,식혜,쌀밥,조기양념장구이,해물파전"
2005.10.25	점심식사2	42.38267148	"계란후라이,김치볶음밥,깍두기(손칼),배추된장국,생선까스&타르,식혜,야채샐러드,피클"
2005.10.26	점심식사	41.80505415	"건미역무침,꽁치무조림,레몬차,배추김치,쌀밥,알감자조림,재첩국,탕수육"
2005.10.26	점심식사2	41.80505415	"건미역무침,단무지.옥파,레몬차,배추김치,쌀밥(반공기),알감자조림,짬뽕,탕수육"
2005.10.27	점심식사	42.45487365	"가자미구이,감자수제비국,계란찜,꽈리고추멸치볶음,배추겉절이,생키위쥬스,쌀밥,즉석김구이"
2005.10.27	점심식사2	42.45487365	"고구마샐러드,돈까스,배추김치,생키위쥬스,쌀밥,야채샐러드,야채스프,피클"
2005.10.28	점심식사	49.16967509	"대추차,돌나물레몬생채,두부찌개,무채국,배추김치,쇠고기팽이버섯볶음,쌀밥,호박나물"
2005.10.28	점심식사2	49.16967509	"대추차,돌나물레몬생채,매운장칼국수,배추김치,쇠고기팽이버섯볶음,쌀밥,오징어볼튀김"
2005.10.29	점심식사	22.23826715	"돈육두루치기,무생채(잔파),배추김치,보리밥,북어무국,비빔된장,삼치구이&데리야끼소스,요구르트"
2005.10.29	점심식사2	22.23826715	"단무지,돈까스,배추김치,쌀밥,야채샐러드,요구르트,줄무늬감자튀김,크림스프(경양식)"
2005.10.30	점심식사	19.92779783	"건새우마늘쫑볶음,깍두기(손칼),다시마채무침,닭단호박조림,도토리묵말이,생선까스&타르,수정과,쌀밥"
2005.10.30	점심식사2	19.92779783	"감자튀김(맛),배추김치,수정과,쌀밥,야채샐러드,양송이스프(경양식),치킨함박스테이크,피클"
2005.10.31	점심식사	44.18772563	"감자채카레볶음,고등어무조림,돈육강정,배추김치,새알미역국,쌀밥,요구르트,월동초겉절이"
2005.10.31	점심식사2	44.18772563	"단무지.옥파,돈육강정,배추김치,쌀밥,요구르트,자장면,짬뽕국,해파리냉채"
2005.11.1	점심식사	41.44404332	"깍두기(손칼),삼치구이&데리야끼소스,쌀밥,오이,풋고추,쌈장,청경채겉절이,칡즙,한방갈비탕"
2005.11.1	점심식사2	41.44404332	"고구마샐러드,돈까스,배추김치,쌀밥,야채샐러드,야채스프,칡즙,피클"
2005.11.2	점심식사	43.03249097	"감자조림,돈목살수육,무생채(잔파),배추된장국,백김치,상추깻잎쌈,수정과,쌀밥"
2005.11.2	점심식사2	43.03249097	"계란후라이,김치볶음밥,단무지,배추김치,배추된장국,새우맛살튀김,수정과,야채샐러드"
2005.11.3	점심식사	39.566787	"꽁치시래기찌개,두부양념장구이,배추김치,쌀밥,아오리사과,알탕,야채고로케,오이양파무침"
2005.11.3	점심식사2	39.566787	"단무지,배추김치,쇠고기스프(경양식),쌀밥,아오리사과,야채샐러드,줄무늬감자튀김,치킨함박스테이크"
2005.11.4	점심식사	41.80505415	"골뱅이야채무침,미나리나물,배추겉절이,쌀밥,오징어볼튀김,잔치국수,호빵"
2005.11.4	점심식사2	41.80505415	"깍두기(손칼),야채샐러드,유부된장국,피클,해물볶음밥,호빵,후라이드치킨(토막)"
2005.11.5	점심식사	24.62093863	"가자미찜,레몬차,멸치볶음,배추김치,쌀밥,월동초겉절이,육개장,탕수육"
2005.11.5	점심식사2	24.62093863	"단무지,레몬차,배추김치,쌀밥,야채샐러드,오징어볼튀김,치킨함박스테이크,크림스프(경양식)"
2005.11.6	점심식사	14.58483755	"갈치무조림,마늘쫑지무침,배추김치,쇠고기표고버섯볶음,쌀밥,요구르트,참나물겉절이,콩나물국"
2005.11.6	점심식사2	14.58483755	"감자튀김(맛),돈까스,배추김치,쌀밥,야채샐러드,양송이스프(경양식),요구르트,피클"
2005.11.7	점심식사	43.17689531	"가지토마토소스볶음,대추차,마늘쫑건새우볶음,배추김치,쌀밥,오이양파무침,자반고등어찜2,콩비지찌개"
2005.11.7	점심식사2	43.17689531	"대추차,배추김치,새우맛살튀김,생선까스&타르,쇠고기스프(경양식),쌀밥,야채샐러드,피클"
2005.11.8	점심식사	48.80866426	"깍두기(손칼),도토리묵말이,돈갈비떡찜,멸치볶음,시금치나물,쌀밥,야채튀김(쑥갓),요구르트"
2005.11.8	점심식사2	48.80866426	"고구마샐러드,단무지,배추김치,쌀밥,야채샐러드,요구르트,치킨함박스테이크,크림스프(경양식)"
2005.11.9	점심식사	39.13357401	"꽁치튀김,노란호박전,다시마채무침,배추김치,쇠고기콩나물국,쌀밥,쭈꾸미볶음,화인쿨"
2005.11.9	점심식사2	39.13357401	"돈까스,배추김치,쌀밥,야채샐러드,야채스프,오징어볼튀김,피클,화인쿨"
2005.11.10	점심식사	39.566787	"고등어무조림,돌나물레몬생채,두부찌개,메추리알마늘조림,배추김치,배추된장국,야채밥,오렌지쥬스"
2005.11.10	점심식사2	39.566787	"골뱅이야채무침,김가루조미밥,락교,배추김치,생선까스&타르,오렌지쥬스,우동"
2005.11.11	점심식사	42.45487365	"가자미튀김양념,계란찜,물만두국,배추김치,쌀밥,치커리사과생채,콩나물미더덕찜"
2005.11.11	점심식사2	42.45487365	"감자튀김,단무지,배추김치,쌀밥,양상치샐러드,치킨함박스테이크,크림스프(경양식)"
2005.11.12	점심식사	17.76173285	"돈육가지볶음,땅콩흑콩조림,바나나,배추겉절이,부추겉절이,쌀밥,해물칼국수"
2005.11.12	점심식사2	17.76173285	"감자튀김(맛),단무지,돈까스,바나나,배추김치,쌀밥,야채샐러드,양송이스프(경양식)"
2005.11.13	점심식사	18.26714801	"김치볶음,깐풍기,쌀밥,열무된장국,오징어야채볶음,참나물겉절이,칡즙,통두부,양념장"
2005.11.13	점심식사2	18.26714801	"고구마샐러드,배추김치,쌀밥,야채샐러드,치킨함박스테이크,칡즙,크림스프(경양식),피클"
2005.11.14	점심식사	43.03249097	"감자조림,귤,깍두기(손칼),새송이브로컬리볶음,순대국밥,쌀밥,오이,풋고추,쌈장"
2005.11.14	점심식사2	43.03249097	"계란후라이,귤,김치볶음밥,깍두기(손칼),배추된장국,생선까스&타르,야채샐러드,피클"
2005.11.15	점심식사	48.95306859	"고등어무조림,돈육메추리알조림,미역줄기볶음,배추김치,쌀밥,요구르트,월동초겉절이,재첩국"
2005.11.15	점심식사2	48.95306859	"단무지,단호박으깸샐러드,배추김치,쇠고기스프(경양식),쌀밥,야채샐러드,요구르트,치킨함박스테이크"
2005.11.16	점심식사	44.40433213	"꽁치무조림,들깨미역국,떡갈비바베큐조림,배추김치,생키위쥬스,숙주미나리나물,쌀밥,진미잔파무침"
2005.11.16	점심식사2	44.40433213	"굴국밥,김치전,생키위쥬스,숙주미나리나물,쌀밥,알타리김치,오징어회무침"
2005.11.17	점심식사	38.41155235	"김치잡채,꽃게된장국,물미역무무침,배추김치,식혜,쌀밥,알감자조림,자반고등어찜2"
2005.11.17	점심식사2	38.41155235	"단무지.옥파,배추김치,식혜,자장면,짬뽕국,탕수만두,해파리냉채"
2005.11.18	점심식사	54.07942238	"궁중떡볶이,귤,깍두기(손칼),두부양념장구이,쌀밥,오이,풋고추,쌈장,해장국(목뼈)"
2005.11.18	점심식사2	54.07942238	"고구마샐러드,귤,단무지,돈까스,배추김치,쌀밥,야채샐러드,크림스프(경양식)"
2005.11.19	점심식사	20.14440433	"돈육두반장볶음,돌나물레몬생채,마늘쫑지무침,배추김치,삼치무조림,쇠고기감자옹심이국,쌀밥,오렌지쥬스"
2005.11.19	점심식사2	20.14440433	"단무지,배추김치,새우맛살튀김,쌀밥,야채샐러드,야채스프,오렌지쥬스,치킨함박스테이크"
2005.11.20	점심식사	19.71119134	"가자미찜,감자베이컨볶음,배추김치,쇠고기콩나물국,쌀밥,열무된장무침,오징어회무침,화인쿨"
2005.11.20	점심식사2	19.71119134	"단무지,돈까스,배추김치,쌀밥,야채샐러드,줄무늬감자튀김,크림스프(경양식),화인쿨"
2005.11.21	점심식사	44.83754513	"계피차,고구마튀김,닭단호박조림,두부양념장구이,배추김치,숙주미나리나물,순두부찌개,쌀밥"
2005.11.21	점심식사2	44.83754513	"단무지,배추김치,스마일감자튀김,쌀밥,야채샐러드,양송이스프(경양식),치킨함박스테이크"
2005.11.22	점심식사	40.36101083	"꽁치시래기찌개,단호박죽,돈육가지볶음,물파래무무침,배추김치,쌀밥,우엉채조림,콩나물국"
2005.11.22	점심식사2	40.36101083	"단무지,단호박죽,돈까스,배추김치,브로컬리스프,쌀밥,야채샐러드,으깬감자샐러드"
2005.11.23	점심식사	43.8267148	"감자조림,깍두기(손칼),대추차,쌀밥,오이,풋고추,쌈장,통메기매운탕,해파리냉채"
2005.11.23	점심식사2	43.8267148	"계란후라이,김치볶음밥,대추차,배추김치,배추된장국,야채고로케,야채샐러드,피클"
2005.11.24	점심식사	42.09386282	"가오리찜,계란찜,빼빼로,열무김치,콩나물,굴밥,통도라지구이,피홍합탕,화인쿨"
2005.11.24	점심식사2	42.09386282	"단무지,배추김치,빼빼로,스마일감자튀김,쌀밥,야채샐러드,치즈함박스테이크&데미,크림스프(경양식),화인쿨"
2005.11.25	점심식사	44.18772563	"귤,꽁치한마리구이,배추김치,북어무국,시금치나물,쌀밥,오이지무침,오징어순대"
2005.11.25	점심식사2	44.18772563	"귤,단무지,미트볼케찹조림,배추김치,배추된장국,참치샐러드,카레라이스(브로콜리)"
2005.11.26	점심식사	24.83754513	"동태무조림,물미역무무침,배추김치,쇠고기죽순볶음,식혜,쌀밥,열무된장국,오징어김치전"
2005.11.26	점심식사2	24.83754513	"당근스프(경양식),돈까스,배추김치,식혜,쌀밥,야채샐러드,줄무늬감자튀김,피클"
2005.11.27	점심식사	15.16245487	"고등어김치찌개,깍두기(손칼),도라지햄볶음,돈육짜장볶음,만두국,쌀밥,요구르트,월동초겉절이"
2005.11.27	점심식사2	15.16245487	"고구마샐러드,단무지,배추김치,쌀밥,야채샐러드,요구르트,치킨함박스테이크,크림스프(경양식)"
2005.11.28	점심식사	47.07581227	"김치국,배추.양상추쌈,백김치,삼겹살구이2,상추쌈,쌀밥,통마늘장아찌,해파리냉채"
2005.11.28	점심식사2	47.07581227	"깐풍기,단무지,배추김치,배추된장국,야채샐러드,오므라이스"
2005.11.29	점심식사	44.0433213	"굴국밥,깍두기(손칼),식혜,쌀밥,오징어회무침,카레감자조림,풋고추,쌈장"
2005.11.29	점심식사2	44.0433213	"돈까스,배추김치,브로컬리스프,스마일감자튀김,식혜,쌀밥,야채샐러드,피클"
2005.11.30	점심식사	59.20577617	"닭단호박조림,무채국,미역줄기볶음,배추김치,생선까스&타르,수정과,쌀밥"
2005.11.30	점심식사2	59.20577617	"계란찜,깍두기(손칼),도가니탕,생선묵조림,수정과,쌀밥,오이,풋고추,쌈장"
2005.12.1	점심식사	43.8267148	"꽁치무조림,배추김치,배추된장국,새싹비빔밥,야채튀김(쑥갓)"
2005.12.1	점심식사2	43.8267148	"꽁치무조림,낫토비빔밥,배추김치,배추된장국,야채튀김(쑥갓)"
2005.12.2	점심식사	55.45126354	"닭갈비,배추김치,삼치구이&데리야끼소스,새알미역국,쌀밥,오이지무침,요구르트,참나물겉절이"
