일자,식사명,수량(아침식사2 값 중복),식사내용,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2)
2007.3.26,저녁식사,20.93862816,"가자미찜,깻잎양념절임,땅콩호박씨조림,배추김치,비빔된장,쌀밥,야채국,참나물겉절이",13.8,8.5,608,20.7,1546,0,18,1115,39.1,1200,2.84,19.57
2007.3.27,저녁식사,20.64981949,"꽃게맑은국,만두강정,배추김치,비빔된장,쇠고기꽈리복음,쌀밥,연근조림,치커리무생채",15.4,12.3,2400,20.5,1456,0,31,1740,43.3,1400,2.08,11.22
2007.3.28,저녁식사,19.27797834,"땅콩흑콩조림,떡갈비바베큐조림,배추김치,비빔된장,삼치구이&데리야끼소스,쌀밥,오이달래무침,오징어무국",13.4,8.6,642,19.7,1836,1.5,30,1001,58.9,1100,2.46,17.57
2007.3.29,저녁식사,19.85559567,"감자조림,비빔된장,석박지,쌀밥,쫄면야채무침,추어탕,풋고추된장무침",9.6,7.5,2350,13.8,0,23.5,76,1310,86.1,900,0.42,2.36
2007.3.30,저녁식사,15.01805054,"고등어무조림,마늘쫑건새우볶음,물미역맛살무침,배추김치,비빔된장,쌀밥,짬뽕국,청포묵무침",10.8,6.9,407,15.1,1451,0,56,1438,71.9,1200,3.04,18.17
2007.3.31,저녁식사,12.77978339,"배추김치,병어무조림,비빔된장,소세지파세리전,쌀밥,월동초겉절이,콩가루배추국,콩나물미더덕찜",12.5,9.8,204,17.1,1730,12,45,2113,74.5,1400,2.37,7.21
2007.4.1,저녁식사,14.29602888,"갈치호박조림,배추김치,비빔된장,쇠고기콩나물국,쌀밥,옥수수고로케(천일),우엉콩조림(흑콩),월동초겉절이",12.4,9.6,710,15.6,1527,0,37,2020,46.5,1100,1.37,8.14
2007.4.2,저녁식사,23.8267148,"건파래볶음,배추김치,부추겉절이,비빔된장,쇠고기야채볶음,순두부국,쌀밥,해물우동볶음",10.2,6,2337,15,1427,0,19,1638,47.9,1300,2.99,20.87
2007.4.3,저녁식사,20.86642599,"멸치아몬드볶음,배추김치,쌀밥,야채국,오징어순대,자반고등어구이,치커리무생채",8,3.7,522,13.1,1454,0,21,1732,37.5,1300,3.2,23.2
2007.4.4,저녁식사,20.79422383,"깍두기(손칼),병어소금구이,비빔된장,쌀밥,풋고추,쌈장,해장국(목뼈),해파리냉채",7.5,3.2,744,12.1,1241,1,25,1209,51.9,1200,3.29,22.42
2007.4.5,저녁식사,23.68231047,"갈치무조림,물만두국,배추김치,생선묵조림,시래기된장지짐,쌀밥,치커리무생채",9.5,2.9,621,15.3,1314,0,32,1236,54.6,1200,3.15,22.85
2007.4.6,저녁식사,16.3898917,"계란찜,돈육두루치기,배추김치,비빔된장,쌀밥,취나물무침,콩가루배추국,해물파전",12.7,7.1,558,18.6,1349,0,23,1235,44.9,1200,3.13,21.39
2007.4.7,저녁식사,10.83032491,"미니돈까스,케찹소스,배추김치,비름나물,쌀밥,잡채(어묵),조기찜,짬뽕국",12.8,9,636,18.3,1357,0,26,1443,50.5,1100,3.01,21.6
2007.4.8,저녁식사,13.50180505,"골뱅이야채무침,꽁치두부찌개,도라지나물,돌나물레몬생채,배추김치,쌀밥,열무된장국",11.7,7.4,524,17.1,1305,0,26,1307,55.4,1000,2.33,13.82
2007.4.9,저녁식사,22.02166065,"건새우호박국,닭볶음탕,두부구이.양념장,마늘쫑무침,배추김치,비빔된장,쌀밥,연근조림",12,6.8,631,16.7,1550,0,26,1043,47,1200,3.15,23.61
2007.4.10,저녁식사,20.86642599,"가자미카레튀김,땅콩호박씨조림,배추김치,봄나물새콤달콤,새송이브로컬리볶음,쌀밥,짬뽕국",13,7.9,537,20.1,1306,0,24,1222,52.4,1100,2.81,19.6
2007.4.11,저녁식사,22.67148014,"돈육야채볶음,배추김치,비빔된장,순두부찌개,쌀밥,양배추,다시마쌈,잡채(어묵),풋마늘생채",12.5,10.6,2308,15.1,1256,0,62,1033,75,1000,2.37,13.07
2007.4.12,저녁식사,15.81227437,"동태찌개,배추김치,쇠고기계란장조림,쌀밥,애호박볶음,연두부양념장(반모),취나물",15.3,11.1,0,20.8,1742,0,27,1751,57.5,1300,2.35,15.31
2007.4.13,저녁식사,15.81227437,"꽁치시래기찌개,떡강정,미역국,배추김치,비빔된장,쌀밥,잔파생채,참나물무침",15.2,11.6,508,23.5,1443,13,36,1438,63.1,1200,2.79,16.37
2007.4.14,저녁식사,12.20216606,"낙지쭈꾸미볶음,모듬튀김(만.당.오),백김치,요구르트,유부된장국",13.2,8.6,626,17.5,1400,0,39,1748,53.9,1200,3.08,23.27
2007.4.15,저녁식사,15.9566787,"감자채카레볶음,김치국,깍두기(손칼),깐마늘고추장무침,병어무조림,시금치나물,쌀밥",11.6,8.8,544,14.8,934,3.5,41,928,68,1100,2.69,15.42
2007.4.16,저녁식사,20.14440433,"닭살연근조림,무말랭이무침,미역수제비국,배추김치,비빔된장,생선묵조림,쌀밥,치커리사과생채",8.3,6.1,2315,9.6,0,17,72,2137,82.4,1200,0.52,3.45
2007.4.17,저녁식사,21.37184116,"배추김치,삼치튀김,쌀밥,오징어꽈리조림,콩나물무침,풋마늘생채,호박새우젓국",8.4,5,233,13.1,1137,2.5,50,1119,77.8,1000,2.55,11.84
2007.4.18,저녁식사,21.37184116,"골뱅이야채무침,배추김치,비빔된장,시금치나물,쌀밥,알감자조림,이면수구이,짬뽕국",10,7,523,13.6,1337,0,58,1742,76.4,1300,2.93,16.39
2007.4.19,저녁식사,17.54512635,"꽃게맑은국,두부찌개,명엽채흑임자볶음,배추김치,쇠고기야채볶음,쌀밥,통마늘장아찌",14.4,6.5,300,21.7,1528,0,22,1418,52,1200,3.25,23.9
2007.4.20,저녁식사,14.44043321,"계란말이,근대국,돌나물레몬생채,배추김치,소방어무조림,쌀밥,연근조림",17.3,11.3,622,21.8,1248,0,39,1248,52.4,1000,2.73,18.13
2007.4.21,저녁식사,11.26353791,"갈치호박조림,돈육강정,무우지무침,배추김치,비빔된장,쌀밥,참나물무침,콩가루배추국",20.7,16.8,606,25.2,1435,0,44,1334,64,1200,2.47,16.93
2007.4.22,저녁식사,18.84476534,"깻잎양념절임,두부알탕,맛살냉채,배추김치,쌀밥,오징어야채볶음,잔파김무침",15,11.3,2322,20.7,54,0,67,1707,78.4,1200,1.49,7.84
2007.4.23,저녁식사,24.98194946,"고등어무조림,도라지생채,배추겉절이,비빔된장,쌀밥,오징어김치전,육개장,호박나물",12.5,10.1,553,15.6,1052,0,48,1050,68.3,1200,3.31,24.95
2007.4.24,저녁식사,18.70036101,"감자수제비국,날치알계란찜,두부강정,무말랭이무침,배추김치,쌀밥,참나물무침",13.7,8.5,445,19.6,1449,0,36,1449,56.8,1200,1.74,13.81
2007.4.25,저녁식사,22.59927798,"건새우마늘쫑볶음,메밀묵김치무침,북어해장국,비빔된장,석박지,쇠고기죽순볶음,쌀밥,오이생채",16.9,11,429,22.5,1539,0,24,1736,39,1200,3.36,25.63
2007.4.26,저녁식사,19.85559567,"돈채피망볶음,멸치아몬드볶음,무우지무침,배추김치,쌀밥,오징어무국,카레감자조림",16,11.6,2339,24.6,1451,0,17,1332,54.9,1300,3.07,24.09
2007.4.27,저녁식사,15.23465704,"김치국,깍두기(손칼),닭불고기(180),미나리나물,비빔된장,쌀밥,쫄면야채무침,풋고추튀김",16.4,11.3,250,20.7,1346,0,25,2124,64.3,1300,2.36,14.31
2007.4.28,저녁식사,11.04693141,"낙지쭈꾸미볶음,배추김치,새알미역국,스틱단무지무침,잡채(어묵),청경채겉절이",18.6,11.8,529,24.8,1637,0,14,1608,25.6,1200,3.32,26.69
2007.4.29,저녁식사,11.98555957,"꽁치무조림,돌나물레몬생채,두부양념장구이,떡갈비간장조림,배추김치,쌀밥,열무된장국",21.1,14.1,537,27.6,1519,0,15,1151,22.6,1200,3.32,26.11
2007.4.30,저녁식사,19.06137184,"돈육두루치기,돌나물레몬생채,배추김치,비빔된장,생선까스&타르,쌀밥,연근조림,콩나물무국",19.1,12.6,2354,23.3,1133,4,16,1138,33.1,1100,2.26,11.47
2007.5.1,저녁식사,12.85198556,"갈치그릴구이,깍두기(손칼),도토리묵말이,비름초무침,쌀밥,양송이피망볶음,열무된장지짐",13.2,12,2322,14.8,1159,19,93,0,97.6,1200,0.44,2.66
2007.5.2,저녁식사,21.08303249,"감자고추장찌개(느타리),계란말이,멸치아몬드볶음,배추김치,비빔된장,삼치무조림,쌀밥,참나물겉절이",18.2,11.5,335,25.2,1527,0.5,23,1739,57.9,1100,3.11,24.77
2007.5.3,저녁식사,22.88808664,"돈등뼈감자탕,두부깐풍소스강정,석박지,쌀밥,자반고등어찜2,풋고추된장무침",20.3,14.8,559,26.2,1452,0,29,1424,43.9,1100,3.32,21.61
2007.5.4,저녁식사,12.20216606,"꽁치김치조림,돈채피망볶음,미역줄기볶음,백김치,북어떡국,비빔된장,쌀밥,청경채겉절이",21.7,15.8,528,28.2,1531,0,31,1442,54.9,1200,3.36,25.49
2007.5.5,저녁식사,9.097472924,"가자미구이,감자조림,근대나물,배추김치,쇠고기당면국,쌀밥,진미쑥갓무침",16.7,14.5,2350,20.5,6,0,49,832,77.6,1300,2.91,22.81
2007.5.6,저녁식사,12.3465704,"돈육가지볶음,배추김치,부추겉절이,쌀밥,아욱국,해물우동볶음,호박나물",14.4,13.1,2211,16.2,1142,0,70,1230,82.6,1100,0.91,5.21
2007.5.7,저녁식사,20.14440433,"갈치카레구이,골뱅이야채무침,두부찌개,배추김치,비빔된장,쌀밥,야채국,참나물무침",22.2,12.3,143,30,1451,0,17,1306,42.6,1200,3.42,26.24
2007.5.8,저녁식사,15.30685921,"배추김치,비름초무침,소면사리,시금치계란국,쌀밥,연근조림,쭈꾸미볶음",23.4,20,312,29.2,1251,0,25,1850,34.6,1300,2.79,16.66
2007.5.9,저녁식사,20.50541516,"가지나물,근대국,배추김치,삼겹살고추장불고기,쌀밥,양배추,다시마쌈,잔파생채(70)",16.3,11.6,2139,23.3,1020,11.5,32,909,64.3,1000,2.6,20.5
2007.5.10,저녁식사,16.75090253,"꽈리고추찜,동태찌개,배추김치,부추겉절이,비빔된장,쇠고기무조림,쌀밥,어묵김치찌개",15.6,10.1,524,22.7,1311,0,32,1259,70.6,1200,3.19,24.09
2007.5.11,저녁식사,14.07942238,"낙지쭈꾸미볶음,단호박과일샐러드,백김치,비빔된장,유부된장국,참나물무침",17.8,11.6,512,22.7,1238,0,40,1247,59.1,1200,3.2,25.31
2007.5.12,저녁식사,11.4801444,"김치국,깍두기(손칼),돌나물레몬생채,동태무조림,땅콩흑콩조림,쌀밥,콩나물미더덕찜,표고피망볶음",16.4,14.3,1256,18.1,0,4,46,156,66.6,1300,0.45,2.75
2007.5.13,저녁식사,15.09025271,"감자수제비국,고등어무조림,단배추된장무침,배추김치,비빔된장,쌀밥,오이지무침,통도라지구이",19.5,12.6,537,25.7,1626,0,17,1544,38.3,1200,3.53,28.41
2007.5.14,저녁식사,24.11552347,"감자전,꽁치무조림,꽈리고추찜,다시마채무침,배추김치,버섯순두부들깨국,비빔된장,쌀밥",20.8,16,1932,28.2,1452,0,16,1425,43,1200,3.53,25.47
2007.5.15,저녁식사,19.06137184,"동그랑땡계란전,배추김치,쌀밥,자반고등어찜2,참나물겉절이,해초연두부탕,호박나물",18,14.1,324,22.3,1343,0,43,1330,66.4,1100,3.26,23.65
2007.5.16,저녁식사,23.10469314,"근대나물,날치알계란찜,배추김치,비빔된장,쌀밥,육개장,풋고추튀김,해파리냉채",17.3,15,2335,22.3,1300,3.5,60,1225,77.5,1200,1.11,6.41
2007.5.17,저녁식사,19.71119134,"돈육계란장조림,동태찌개,멸치볶음,배추김치,쌀밥,연두부양념장(반모),열무된장무침",17.9,14.6,2221,26.1,1528,0,29,1521,67.4,1200,3.59,26.33
2007.5.18,저녁식사,18.33935018,"도라지생채,배추김치,삼치무조림,스틱단무지무침,야채고로케,요구르트,제육덮밥,팽이맑은국",17.7,13.1,2033,26.5,1328,1,25,1318,64,1200,3.5,26.25
2007.5.19,저녁식사,11.26353791,"감자채카레볶음,고등어김치찌개,마늘쫑볶음,비빔된장,쌀밥,알타리김치,어묵쑥갓무국,청경채겉절이",15.1,13,521,17.7,1624,1,71,937,84.1,1200,2.75,16.21
2007.5.20,저녁식사,15.16245487,"돌나물레몬생채,동태무조림,두부달걀전,배추김치,쌀밥,해장국,흰콩곤약조림",15.6,14,411,19.2,1413,0,66,1415,82,1400,2.13,12.48
2007.5.21,저녁식사,23.10469314,"꽁치무조림,돌나물레몬생채,마늘쫑지무침,배추김치,비빔된장,새알미역국,쌀밥,잡채(어묵)",19.5,14.1,524,24.8,1219,0,24,1557,50.8,1000,2.75,19.13
2007.5.22,저녁식사,17.68953069,"김치국,깍두기(손칼),미역줄기볶음,쇠고기양송이볶음,쌀밥,치커리무생채,통도라지구이",22.2,14.6,531,29.7,1614,0,19,1534,41.3,1200,3.59,29.14
2007.5.23,저녁식사,16.75090253,"계란말이,고등어무조림,깻잎양념절임,배추김치,쌀밥,야채국,흑콩조림",23.3,17.7,618,28.2,1353,0,25,1046,44,1100,3.36,23.8
2007.5.24,저녁식사,15.9566787,"깐마늘장아찌,배추김치,비빔된장,삼치무조림,쌀밥,연두부양념장(반모),육개장,참나물겉절이",22.1,16.8,2155,28.2,1305,20.5,39,1502,66,1200,3.57,24.02
2007.5.25,저녁식사,14.29602888,"돈육두반장볶음,명엽채흑임자볶음,배추김치,쌀밥,쑥갓양파겉절이,알감자조림,오징어무국",20.9,15,741,28.7,1539,9,25,1635,62.5,1100,3.46,23.69
2007.5.26,저녁식사,26.42599278,"동그랑땡계란전,배추김치,북어무국,비빔된장,쌀밥,연근조림,자반고등어찜2,콩나물무침",25.4,19.5,618,31.8,1617,0,19,1606,33.9,1200,3.49,26.7
2007.5.27,저녁식사,13.79061372,"근대나물,닭조림(토막),배추김치,쇠고기무국,쌀밥,오징어젓무침,해파리냉채",18.5,14.5,2337,25.3,1,0,30,0,68.5,1200,3.04,23.48
2007.5.28,저녁식사,18.41155235,"고추지무침,꽁치소금구이,배추김치,비빔된장,쌀밥,어묵쑥갓무국,연근조림,오징어야채볶음",15.3,13.8,2239,17.5,1427,0,66,1430,80.3,1400,2.11,13.7
2007.5.29,저녁식사,21.15523466,"꽃게된장국,두부찌개,배추김치,쇠고기죽순볶음,쌀밥,콩나물겨자채무침,햄계란부침",18.6,13,120,26.3,1432,3,47,1245,76.8,1200,3.07,20.27
2007.5.30,저녁식사,20.28880866,"김치국,날치알계란찜,비빔된장,쌀밥,쑥갓나물,알타리김치,어묵양파볶음,통마늘장아찌",16.5,14.6,519,19.2,1459,8.5,72,1520,89.3,1000,3.02,18.28
2007.5.31,저녁식사,18.12274368,"다시마채무침,배추김치,삼치무조림,쌀밥,연근조림,오징어무국,표고피망볶음",16.3,13.6,347,20,1310,0,66,1326,83.9,1200,3.53,26.68
2007.6.1,저녁식사,14.65703971,"가자미카레튀김,깍두기(손칼),돈육김치볶음,쌀밥,온두부&볶음김치,참나물무침,콩가루배추국",16.2,13.8,434,18.1,1254,0,74,1247,85.3,1100,1.65,12.9
2007.6.2,저녁식사,10.32490975,"감자채피망볶음 ,동태찌개,배추김치,비빔된장,소면사리,쌀밥,열무된장무침,쭈꾸미볶음",17.2,15.5,524,19,1139,0,72,1143,83.8,1100,2.14,14.07
2007.6.3,저녁식사,12.77978339,"가지나물,김치국,땅콩조림,백김치,쌀밥,이면수구이,쫄면야채무침",17.9,15.6,2341,20.7,1137,0,70,1139,84.3,1400,2.94,19.97
2007.6.4,저녁식사,16.89530686,"단호박전,무생채(잔파),배추김치,비빔된장,새송이브로컬리볶음,쌀밥,오징어조림,호박새우젓국",22.2,14.8,533,28.2,1511,0,44,1325,67.5,1200,2.6,20.27
2007.6.5,저녁식사,17.11191336,"깍두기(손칼),도라지생채,도토리묵말이,돌나물레몬생채,생선묵조림,쇠고기야채볶음,쌀밥",25.3,21.2,538,30.5,1635,0,39,1602,58,1200,2.85,23.58
2007.6.6,저녁식사,14.72924188,"꽁치김치조림,두부달걀전,만두국,명엽채흑임자볶음,배추김치,부추겉절이,비빔된장,쌀밥",26.1,21.3,543,31.2,1519,0,30,1528,49.8,1200,3.52,26.22
2007.6.7,저녁식사,22.38267148,"닭개장,떡갈비간장조림,배추김치,병어무조림,쌀밥,청경채겉절이,풋고추된장무침",25,21.2,521,29,1549,0,40,1325,50,1300,2.35,18.36
2007.6.8,저녁식사,13.93501805,"깐마늘장아찌,무채국,배추김치,비빔된장,삼치구이&데리야끼소스,쌀밥,참나물무침,해물우동볶음",19.3,15.5,2330,24.1,6,37.5,49,0,77.5,1100,3.28,16.79
2007.6.9,저녁식사,12.63537906,"고구마간장조림,마늘쫑무침,배추김치,쌀밥,오이치커리무침,조기찜,해장국",17.8,14.1,516,20.8,1151,1,61,849,78.9,1100,3.63,24.73
2007.6.10,저녁식사,10.39711191,"닭단호박조림,두부찌개,배추김치,쌀밥,연근조림,콩나물겨자채무침,팽이맑은국",18.2,16.3,524,20.6,1259,0,68,955,81.4,1200,3.36,22.17
2007.6.11,저녁식사,19.71119134,"가자미찜,배추김치,비빔된장,새우맛살튀김,쌀밥,육개장,잔파생채,잡채(어묵)",21.1,15.1,504,26.7,1447,0,55,1519,73.4,1200,3.39,28.14
2007.6.12,저녁식사,20.57761733,"건파래볶음,마파감자,배추김치,쇠고기죽순볶음,쌀밥,어묵쑥갓무국,콩나물무침",25,19,519,31.3,1629,0,37,1539,56.8,1200,3.3,25.88
2007.6.13,저녁식사,18.33935018,"깐마늘장아찌,명엽채흑임자볶음,배추김치,비빔된장,쇠고기감자옹심이국,쌀밥,안동찜닭,호박동그랑전",22.8,20.1,2326,26.2,1320,0.3,54,842,68.4,800,1.69,11.95
2007.6.14,저녁식사,17.40072202,"돈등뼈감자탕,석박지,쌀밥,양파절임,열기구이,풋고추.피망쌈장",18.6,17.2,850,21.7,1414,26.5,76,1419,90.9,1400,1.63,8.91
2007.6.15,저녁식사,13.86281588,"고등어구이,두부찌개,배추김치,부추게살무침,북어계란국,야채밥,즉석김구이",18.2,16.6,2326,20.2,1155,0,75,2115,83.6,1100,1.51,8.88
2007.6.16,저녁식사,11.40794224,"골뱅이야채무침,돈육가지볶음,동태찌개,배추김치,비빔된장,소세지파세리전,시금치나물,쌀밥",19.6,15.3,412,23.6,1437,0,60,1457,77.4,1200,3.76,31.79
2007.6.17,저녁식사,13.14079422,"군만두(양념장),단무지잔파무침,배추김치,쇠고기곤약조림,쌀밥,오이냉국,쫄면",19,17.2,342,21.5,1330,2.5,75,816,85.3,1200,1.87,15.82
2007.6.18,저녁식사,18.91696751,"닭볶음탕,동그랑땡계란전,명엽채흑임자볶음,배추김치,비빔된장,쌀밥,쑥갓양파겉절이,호박새우젓국",19.2,16.2,400,22.2,1455,0,69,1336,81.1,1200,3.75,31.06
2007.6.19,저녁식사,19.06137184,"고구마튀김,돈육계란장조림,배추김치,쌀밥,짬뽕국,참나물무침,해파리냉채",19.9,16.8,332,22.6,1247,0,78,1159,85.6,1500,1.33,11.35
2007.6.20,저녁식사,15.16245487,"건취나물볶음,꽁치한마리구이,두부찌개,배추김치,비빔된장,쇠고기무국,쌀밥,콩나물무침",25,18.7,443,30.8,1352,0,48,1338,71.1,1200,3.46,26.58
2007.6.21,저녁식사,16.89530686,"석박지,쌀밥,어묵간장조림,오징어회무침,추어탕,풋고추,쌈장",23.7,19.5,2236,28.5,1412,17.5,61,1401,78.3,1000,2.33,12.28
2007.6.22,저녁식사,15.7400722,"깐풍기,배추김치,비빔된장,소면사리,시금치계란국,쌀밥,오이치커리무침,쭈꾸미볶음",20.3,19,2357,22.7,1607,14,78,1728,94.6,1500,1.63,9.05
2007.6.23,저녁식사,10.97472924,"건파래볶음,미나리나물,배추김치,쌀밥,알감자조림,야채국,조기튀김",21.1,17.3,213,25.6,1223,12.5,62,1204,84.6,1200,2.98,15.01
2007.6.24,저녁식사,13.79061372,"꽁치무조림,꽃게된장국,배추김치,부추겉절이,쌀밥,탕수육,흑콩조림",19.8,17.7,322,22,1522,46,93,1537,97.8,1300,1.01,5.36
2007.6.25,저녁식사,21.73285199,"계란말이,깍두기(손칼),미역국,비빔된장,삼치구이&데리야끼소스,쌀밥,어묵김치찌개,참나물겉절이",20.6,19.1,550,22.8,1319,0.1,81,1323,92.3,1100,2.85,16.21
2007.6.26,저녁식사,16.67870036,"돈육야채볶음,동태찌개,배추김치,쌀밥,열무된장무침,옥수수고로케(천일),칼슘쥐포조림",21.8,19.8,1,24,1407,0,76,1103,85.9,1300,3.14,19.39
2007.6.27,저녁식사,17.90613718,"갈치그릴구이,도토리묵말이,땅콩흑콩조림,마늘쫑무침,비빔된장,쌀밥,애호박볶음,열무김치",26.6,21.7,22,30.7,1606,0,56,1130,73.3,1100,3.03,21.08
2007.6.28,저녁식사,16.53429603,"꽁치튀김,돈육김치볶음,석박지,쌀밥,온두부&볶음김치,참나물무침,콩가루배추국",27.8,24.8,518,31.7,1408,0,61,1338,72.5,1300,2.2,14.51
2007.6.29,저녁식사,12.63537906,"감자고추장찌개(느타리),고등어무조림,깐풍기,배추김치,부추겉절이,쌀밥,연근조림",26.6,21.5,2332,31.7,1454,1,46,1535,75.9,1300,2.76,20.61
2007.6.30,저녁식사,8.664259928,"계란찜,떡갈비간장조림,배추김치,쌀밥,어묵무국,오징어야채볶음,잔파김무침",21.5,20.3,357,23.2,1255,0,76,1250,89.4,1300,2.98,18.61
2007.7.1,저녁식사,13.50180505,"돈육장조림,돌나물레몬생채,배추김치,비빔된장,쌀밥,아구탕,풋고추튀김,해파리냉채",19.7,18.5,813,21,114,45.5,94,111,98.6,1200,0.49,3.55
2007.7.2,저녁식사,22.88808664,"깻잎순볶음,배추김치,비빔된장,쇠고기콩나물국,쌀밥,오이지무침,이면수무조림,진미볶음",21.5,20,511,23.6,1401,4.5,84,1312,95,1000,1.3,5.58
2007.7.3,저녁식사,20.93862816,"다시마채무침,배추김치,새우맛살튀김,소방어무조림,시금치나물,쌀밥,육개장",22.5,20.7,432,24.5,1324,0.5,83,1303,93.4,1200,3.04,15.25
2007.7.4,저녁식사,19.71119134,"노각무침,배추김치,쇠고기감자옹심이국,쌀밥,아구찜,참나물무침,표고피망볶음",21.8,20.2,2335,23.7,1506,24,86,1747,95.4,1200,1.36,7.75
2007.7.5,저녁식사,19.27797834,"닭곰탕,동태무조림,두부새싹샐러드,비빔된장,석박지,쌀밥,오징어김치전,풋고추된장무침",24.8,20,443,30,1414,0,56,1415,75.1,1200,3.19,22.88
2007.7.6,저녁식사,16.46209386,"땅콩조림,배추김치,배추된장국,쇠고기무조림,쌀밥,쫄면야채무침,호박나물",22.7,21.5,550,24.7,1231,0,77,941,86.9,1200,2.29,16.9
2007.7.7,저녁식사,12.05776173,"과일샐러드,배추김치,손수제비,쌀밥,양념통닭,치커리비타민겉절이",22.5,21,454,25.3,1042,0,69,1024,84.1,1100,3.03,20.61
2007.7.8,저녁식사,16.53429603,"동태찌개,땅콩호두조림,배추김치,비빔된장,삼치구이&데리야끼소스,쌀밥,콩나물무침,햄야채볶음",22.3,21,427,24.6,1546,0,77,1505,85.3,1400,2.17,11.58
2007.7.9,저녁식사,21.08303249,"깐마늘장아찌,돌나물레몬생채,배추김치,비빔된장,삼치구이&데리야끼소스,쌀밥,팽이맑은국,해물우동볶음",21.4,20,2342,23.2,1206,17,77,1500,88.9,1100,1.04,7.81
2007.7.10,저녁식사,20.64981949,"마파감자,배추김치,쇠고기죽순볶음,쌀밥,어묵무국,잔파생채,콩나물무침",21.4,20,0,22.7,1137,41.5,88,1731,95.5,1500,0.54,4.92
2007.7.11,저녁식사,22.88808664,"꽁치김치조림,두부달걀전,들깨미역국,명엽채흑임자볶음,배추김치,비빔된장,쌀밥,취나물",20.8,19.2,525,23.2,1410,0,73,1539,87,1400,2.92,17.39
2007.7.12,저녁식사,18.41155235,"감자채카레볶음,꽃게된장국,돈육깻잎볶음,배추김치,부추겉절이,쌀밥,양배추,다시마쌈",23.4,19.8,50,28.8,1426,0,61,1228,84.6,1200,3.24,21.12
2007.7.13,저녁식사,16.1732852,"깻잎양념절임,배추김치,숙주나물,쌀밥,야채고로케,야채국,쭈꾸미볶음",20.9,19.1,2255,22.7,0,12.5,80,1129,94.4,1100,2.17,7.9
2007.7.14,저녁식사,12.85198556,"도라지생채,배추김치,쌀밥(반공기),양장피,요구르트,유부된장국,자장면",19.1,18.3,1905,19.6,1359,29,84,2350,96.8,1400,0.61,5.61
2007.7.15,저녁식사,17.32851986,"김가루조미밥,냉국수,미나리나물,배추김치,스틱단무지무침,후라이드치킨(토막)",20.8,19,313,23.8,1519,0,68,916,79.6,1200,3.54,27.6
2007.7.16,저녁식사,16.60649819,"느타리버섯볶음,도토리묵신신초무침,마늘쫑무침,배추김치,삼치무조림,쇠고기무국,쌀밥",19.7,17.2,519,21.2,1645,11.5,86,6,93.6,1600,0.73,5.46
2007.7.17,저녁식사,17.61732852,"김치덮밥,깍두기(손칼),생선까스&타르,오렌지쥬스,유부된장국,참나물무침",20.2,19.6,144,21.5,1648,1.5,87,1818,94.6,1300,0.66,5.09
2007.7.18,저녁식사,20,"가지나물,배추김치,배추된장국,상추깻잎쌈,양파절임,오리고추장불고기",24,19,125,28.8,1601,0,65,1432,81.9,1200,3.48,28.47
2007.7.19,저녁식사,19.27797834,"꽁치무조림,다시마채무침,땅콩흑콩조림,배추김치,쌀밥,알탕,탕수만두",26,22.3,527,29.7,1236,2.5,69,1206,82.8,1200,1.75,11.85
2007.7.20,저녁식사,16.53429603,"도라지생채,멸치볶음,미역오이냉국,배추김치,쌀밥,안동찜닭,호박동그랑전",22,20.6,2117,26.5,112,11.5,79,1558,91.9,1500,1.56,6.7
2007.7.21,저녁식사,14.07942238,"감자채카레볶음,배추김치,비름초무침,쇠고기야채볶음,쌀밥,연두부양념장(반모),짬뽕국",21.8,20,305,24.5,1350,3,74,854,88,1300,0.96,6.8
2007.7.22,저녁식사,14.58483755,"갈치무조림,건새우마늘쫑볶음,떡볶이,미역국,배추김치,쌀밥,오이소박이",22.1,20.6,35,24.6,1430,0.1,81,1359,92,1100,2.6,18.17
2007.7.23,저녁식사,18.33935018,"두부찌개,무채국,배추김치,병어무조림,부추게살무침,야채밥,오징어강된장",24.1,20.3,230,28,1559,0.5,75,1256,87.5,1200,3.17,19.01
2007.7.24,저녁식사,21.51624549,"깍두기(손칼),돈등뼈감자탕,쌀밥,양파절임,이면수구이,클로렐라묵 무침",24.7,22.8,558,27.5,1705,0,79,1704,90.9,1400,1.26,9.69
2007.7.25,저녁식사,19.85559567,"냉면김치,멸치볶음,배추김치,쌀밥(반공기),알감자허니버터구이,칡냉면",28.8,23.8,138,33.5,1548,0,54,1554,73.8,1200,2.7,19.62
2007.7.26,저녁식사,16.75090253,"깐마늘고추장무침,배추김치,삼치무조림,쌀밥,어묵쑥갓무국,연두부양념장(반모),치커리비타민겉절이",28,24.7,503,31.1,1058,0,57,1037,71.9,1200,3.2,25.57
2007.7.27,저녁식사,13.64620939,"감자채카레볶음,고추지무침,닭파인애플조림(토막),배추김치,쌀밥,열무된장무침,콩가루배추국",30.5,26.1,543,35.5,1457,0,46,1600,65.4,1200,3.34,26.83
2007.7.28,저녁식사,16.46209386,"동그랑땡조림,동태무조림,명엽채흑임자볶음,배추김치,쌀밥,야채국,참나물무침",30.3,26.8,616,34.4,1515,0,49,1342,63.6,1300,3.11,23.17
